titulo,fonte,resumo,link
Jung Kook Celebrates His Calvin Klein Collaboration in Tokyo,Harpers Bazaar,<p>The BTS superstar took a break from his world tour for a celebration in Japan</p>,https://www.harpersbazaar.com/fashion/a71517203/jung-kook-calvin-klein-collaboration/
18 Exclusive Polaroids From the 2026 Tony Awards,Harpers Bazaar,<p>The stars were shining bright on Broadway’s biggest night</p>,https://www.harpersbazaar.com/celebrity/latest/a71526862/exclusive-polaroid-photos-2026-tony-awards/
<strong>A Travel Day With ALL Accor at Fairmont Rio de Janeiro Copacabana for the Enel Rio Sail Grand Prix</strong>,Harpers Bazaar,<p>Brazilian journalist Gabriela Prioli invites us to experience the charm and energy of the Marvelous City.</p>,https://www.harpersbazaar.com/culture/a71495452/a-travel-day-with-all-accor-at-fairmont-rio-de-janeiro-copacabana-for-the-enel-rio-sail-grand-prix/
Rihanna Kicks Off World Cup Style in a Sports Jersey and a Cape,Harpers Bazaar,<p>It’s time!</p>,https://www.harpersbazaar.com/celebrity/latest/a71526397/rihanna-football-jersey-outfit-governors-ball-world-cup-style-asap-rocky-photos-nyc/
Gigi Hadid’s Breezy Yellow Pants Are Perfect for a Hot Summer Day Date,Harpers Bazaar,<p>The seasonal date-night dressing inspiration we needed</p>,https://www.harpersbazaar.com/celebrity/latest/a71525868/gigi-hadid-yellow-pants-summer-date-style-bradley-cooper-photos/
Here’s How to Style the “French-Girl Fringe” This Summer,Harpers Bazaar,"<p>The low-maintenance, laissez-faire hairstyle is having a renaissance</p>",https://www.harpersbazaar.com/beauty/hair/a71524514/french-girl-fringe-trend/
The Monaco Grand Prix Has the Most Star-Studded Paddock,Harpers Bazaar,"<p>Everyone from Kim Kardashian to Cynthia Erivo, Lindsey Vonn, and Olivia Wilde made the trip to the French Riviera for the F1 race</p>",https://www.harpersbazaar.com/celebrity/latest/a71525422/monaco-f1-grand-prix-2026-celebrity-guests-photos/
The Artist Who Made the New York City Sanitation Department Her Inspiration,Harpers Bazaar,"<p class=""rte-simple-html-paragraph""><i><em>Maintenance Artist,</em></i> a new documentary on Mierle Laderman Ukeles, is a must-watch</p>",https://www.harpersbazaar.com/culture/art-books-music/a71522666/mierle-laderman-ukeles-maintenance-artist-documentary/
"The Best Makeup for Hooded Eyes, According to a Celeb Makeup Artist",Harpers Bazaar,"<p>Don’t let your shadow get, well, overshadowed</p>",https://www.harpersbazaar.com/beauty/makeup/a71443845/best-makeup-for-hooded-eyes/
What Is the Riviera Bob? Celeb Hairstylists Break Down the Latest Short Hair Trend,Harpers Bazaar,<p>All about the latest haircut every celeb seems to have</p>,https://www.harpersbazaar.com/beauty/hair/a71524767/riviera-bob-trend-expert-tips/
What Is Glutathione? An Expert Guide to the Buzzy Antioxidant Supplement,Harpers Bazaar,"<p>Experts weigh in on the ingredient and its promising benefits for the skin, gut, and body</p>",https://www.harpersbazaar.com/beauty/health/a71485963/glutathione-benefits-skin-gut/
All the Celebrity After-Party Looks From the 2026 Tony Awards,Harpers Bazaar,<p>The glamour carried on late into the night for these Broadway stars</p>,https://www.harpersbazaar.com/celebrity/latest/a71514718/all-the-celebrity-looks-2026-tony-awards-after-parties/
The Best Moments From the 2026 Tony Awards,Harpers Bazaar,"<p class=""rte-simple-html-paragraph"">Everything you need to know, from Pink’s acrobatic turn with Neil Patrick Harris to Qween Jean making Tony Herstory</p>",https://www.harpersbazaar.com/culture/film-tv/a71523351/tony-awards-2026-best-moments/
Endless Summer,Harpers Bazaar,"<p>In surf-side Huntington Beach, California, where she was discovered as a teen, model Selena Forrest makes waves in a cool mix of fluid layers and relaxed tailoring</p>",https://www.harpersbazaar.com/fashion/photography/a71377094/endless-summer/
‘Love Island UK’ 2026 Cast: Keep Track of the Islanders (and Bombshells) Coupling Up in the Villa,Cosmopolitan,<p>Summer has officially started.</p>,https://www.cosmopolitan.com/entertainment/tv/a71495513/love-island-uk-2026-cast-tracker/
"After Years of Bob Haircuts, This Is the One Trend I’m Most Excited About",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Say hello to the elfin bob.</p>",https://www.cosmopolitan.com/style-beauty/beauty/a71549094/elfin-bob/
Source Shuts Down Ariana Grande and Ethan Slater Cheating Rumors,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Nope, not a thing.</p>",https://www.cosmopolitan.com/entertainment/celebs/a71557217/ariana-grande-ethan-slater-cheating-rumors/
"Taylor Swift Celebrates Knicks Win With Hailey Bieber, Sombr, Tate McRae, and Haim Sisters at Zero Bond",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Let's gooooooo.</p>",https://www.cosmopolitan.com/entertainment/celebs/a71557406/taylor-swift-hailey-bieber-sombr-tate-mcrae-zero-bond-knicks/
Timothée Chalamet Was So Excited the Knicks Won That He Stripped Off His Shirt,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">To quote one fan account: TIMOTHÉE ????????????????</p>",https://www.cosmopolitan.com/entertainment/celebs/a71557548/timothee-chalamet-shirtless-knicks-game/
Fans React to Taylor Swift Sitting in Front of Scooter Braun at the Knicks Game,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">“TAYLOR DO NOT TURN AROUND.”</p>",https://www.cosmopolitan.com/entertainment/celebs/a71556864/taylor-swift-scooter-braun-knicks-game-reactions/
Taylor Swift and Kylie Jenner Had a Moment at the Knicks Game and Fans Caught It All on Camera,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">No drama to be found!</p>",https://www.cosmopolitan.com/entertainment/celebs/a71556759/taylor-swift-kylie-jenner-hug-knicks-game/
"If You Love Drunk Elephant’s Bronzing Drops, Try These 7 Alternatives, Starting at $6",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">They're the easiest way to fake a day at the beach.</p>",https://www.cosmopolitan.com/style-beauty/beauty/g71546416/best-bronzing-drops-dupes/
"Katie Holmes Just Wore the Viral $40 Arch-Support Flip-Flops Everyone’s Talking About—and Jennifer Aniston Approves, Too",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Catch me wearing these all summer.</p>",https://www.cosmopolitan.com/style-beauty/fashion/a71538034/katie-holmes-jennifer-aniston-archies-summer-flip-flops/
Having Sex? Let's Talk HIV Prevention,Cosmopolitan,<p>Five movers and shakers in the sexual health space discuss why they think HIV prevention options should be in your intimacy toolbox—no matter your sexuality.</p>,https://www.cosmopolitan.com/health-fitness/a71550617/lets-talk-hiv-prevention_1781123659/
Escape to the Ocean With One of These Aquatic Perfumes,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">The notes? Breezy sea air, salty skin, and dewy florals.</p>",https://www.cosmopolitan.com/style-beauty/beauty/a71529169/best-aquatic-perfumes/
Meet the Cast and Characters of 'Every Year After',Cosmopolitan,<p>Brothers... in summer... again?!</p>,https://www.cosmopolitan.com/entertainment/tv/a71526332/every-year-after-cast-characters/
Square Toe Sandals Are Summer’s Elevated Shoe Trend—And Old Navy Has a Polished Pair for Just $19,Cosmopolitan,<p>Pedis at the ready!</p>,https://www.cosmopolitan.com/style-beauty/fashion/a71549235/square-toe-sandals-shoe-trend/
Paige DeSorbo’s Summer Must-Haves Are Discounted Ahead of Prime Day,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Get up to 46% off her go-to skincare, makeup, and wardrobe staples.</p>",https://www.cosmopolitan.com/style-beauty/a71536266/paige-desorbo-amazon-summer-fashion-and-beauty-deals/
"Hannah Whitten's 'Reliquary' Excerpt Welcomes You to a Spooky, Emotional Funeral Unlike Any Other",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">What happens when your late fiancé's family invites you to their private island estate? </p>",https://www.cosmopolitan.com/entertainment/books/a71547342/hannah-whitten-reliquary-excerpt/
Gap Just Dropped the Chicest Collab With Water.org—And Every Purchase Gives Back,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">The <i><em>perfect</em></i> excuse to hit ""add to cart."" </p>",https://www.cosmopolitan.com/style-beauty/fashion/a71548331/gap-waterorg-collab/
"Is ‘Every Year After’ Star Michael Bradway Single? Meet His Fiancée, Actor Veronica St. Clair",Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Calling all ‘La Brea’ fans.</p>",https://www.cosmopolitan.com/entertainment/celebs/a71548169/every-year-after-michael-bradway-fiance-veronica-st-clair/
14 Best Long-Distance Sex Toys for Couples in 2026,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Whether your partner lives across town or across the globe, these app controlled toys make it easier to stay connected.</p>",https://sex.cosmopolitan.com/pleasure/a32475604/long-distance-sex-toys/
David Harbour Breaks His Silence on Ex-Wife Lily Allen’s ‘West End Girl’ Album: “Stories Are Complex”,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Don’t mind me, just reading into things. </p>",https://www.cosmopolitan.com/entertainment/celebs/a71547294/david-harbour-breaks-silence-lily-allen-west-end-girl-album/
6 Timeless Hair Color Trends That Suit Everyone—From Cowboy Copper to Quiet Luxury Brunette,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Industry insiders share the shades that will look stunning today, tomorrow, and 10 years from now.</p>",https://www.cosmopolitan.com/style-beauty/beauty/a71546356/timeless-hair-colors/
Taylor Swift's Manicure Might Be a Hint That Her Wedding Is Secretly This Weekend,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Give me a minute, I'm applying my clown makeup.</p>",https://www.cosmopolitan.com/entertainment/celebs/a71545120/taylor-swift-secret-wedding-this-weekend/
Taylor Swift's 'Toy Story 5' Song Is Already Impressing Academy Voters,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">Manifesting.</p>",https://www.cosmopolitan.com/entertainment/a71544968/taylor-swift-toy-story-5-song-oscar/
The Tiered Bob Is the Low-Maintenance Cut That Adds Volume to Fine Hair—8 Trending Styles for Summer 2026,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">There are plenty of hot-weather styling possibilities with these layers.</p>",https://www.cosmopolitan.com/style-beauty/beauty/a71545705/tiered-bob-haircut/
Taylor Swift and Travis Kelce Allegedly Spent Millions Booking MSG for Their Wedding,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">It's ~$1 million per day and they booked...multiple days.</p>",https://www.cosmopolitan.com/entertainment/celebs/a71544891/taylor-swift-travis-kelce-wedding-budget/
Cosmo HQ Review: 4 Beauty Editors Put Tarte’s New CC Tinted Serum to The Test,Cosmopolitan,<p>Let the before-and-after swimming photo speak for itself.</p>,https://www.cosmopolitan.com/style-beauty/beauty/a71537533/tarte-cc-serum-review/
Andy Cohen Confirms Jennifer Lawrence Helped Catch the 'Summer House' Reunion Leaker,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">@bravoandcocktails called it!</p>",https://www.cosmopolitan.com/entertainment/celebs/a71544819/jennifer-lawrence-caught-summer-house-leaker/
Matt Damon’s “Get Blue” Is 2026’s Version of the Early Aughts Red Campaign,Cosmopolitan,"<p>The actor’s nonprofit, Water.org, is teaming up with tons of retail partners to form a cultural movement that can make a difference for water access around the world. We sat down with him to learn more.</p>",https://www.cosmopolitan.com/style-beauty/fashion/a71539912/matt-damon-interview-get-blue/
The FDA Has Approved a New Sunscreen Filter for the First Time in More Than 25 Years,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">A dermatologist explains everything you need to know about BEMT.</p>",https://www.cosmopolitan.com/style-beauty/beauty/a71544591/new-sunscreen-filter-bemt/
Ciara Miller Reacts to West Wilson Saying He Was on Beta Blockers During the 'Summer House' Reunion,Cosmopolitan,"<p class=""rte-simple-html-paragraph"">As she put it, “enough with the beta blocker bullshit.”</p>",https://www.cosmopolitan.com/entertainment/celebs/a71544747/ciara-miller-west-wilson-beta-blockers-summer-house-reunion/
Here’s What Happened at the End of ‘Summer House’ Reunion Part 3,Cosmopolitan,"<p>Um, TWIST!</p>",https://www.cosmopolitan.com/entertainment/tv/a71540650/summer-house-reunion-season-3-ending/
Fashion People Are Swapping Blue Jeans for Colorful Striped Trousers for Summer—And This $60 Zara Pair Looks Designer,Cosmopolitan,"<p>The brighter, the better!</p>",https://www.cosmopolitan.com/style-beauty/fashion/a71527447/colorful-striped-trousers-summer-trend-zara/
"On the Set of ‘Not Suitable for Work,’ Where a New Crew of 20-Somethings Are Ready to Take Over NYC and Your Screens",Cosmopolitan,"<p>The new Mindy Kaling–created series brings us to the Big Apple to follow an unlikely group of friends and neighbors as they get honest about adulthood, love, and finding the funny in everything.</p>",https://www.cosmopolitan.com/entertainment/tv/a71460252/not-suitable-for-work-set-visit-interviews/
The 25 Best Movies With Lesbian Characters to Stream on Netflix,Cosmopolitan,"<p>BRB, adding these to my queue.</p>",https://www.cosmopolitan.com/entertainment/g38887414/lesbian-movies-on-netflix/
The Internet Is Full of Hickey Hacks—Experts Say These Tips Actually Help,Cosmopolitan,<p>Your passionate hook up won’t turn into a crash out with these tricks.</p>,https://www.cosmopolitan.com/style-beauty/beauty/a71283444/how-to-get-rid-of-a-hickey-fast/
"Blonzers Are Everywhere This Summer—These Are the Ones Worth Buying, According to Team Cosmo",Cosmopolitan,<p>Meet the blush-bronzer hybrid giving everyone a sun-kissed glow.</p>,https://www.cosmopolitan.com/style-beauty/beauty/a71527289/best-blonzers/
Are Alix Earle and Lando Norris Dating? Fans Have Questions After Those Monaco Grand Prix Sightings,Cosmopolitan,<p>Magui Corceiro has (reportedly) entered the chat.</p>,https://www.cosmopolitan.com/entertainment/celebs/a71537303/alix-earle-lando-norris-dating-rumors-explained/
Who Are Taylor Swift’s Bridesmaids? What All the Sources Are Saying,Cosmopolitan,<p>Dream team.</p>,https://www.cosmopolitan.com/entertainment/celebs/a71536102/taylor-swift-bridesmaids/
